eid,doi,title,publication_name,cover_date,citedby_count,open_access,downloaded
2-s2.0-85122616927,10.1016/j.est.2021.103455,Layered double metal hydroxide coated nickel oxide embedded carbon fiber to form open petal-shaped nanosheet arrays as electrode materials for high-performance supercapacitors,Journal of Energy Storage,2021-12-15,22,0,0
2-s2.0-85122615674,10.1016/j.est.2021.103321,The influence of surface modification on the optical and capacitive properties of NiO nanoparticles synthesized via surfactant-assisted coprecipitation,Journal of Energy Storage,2021-12-15,23,0,0
2-s2.0-85121232273,10.1016/j.est.2021.103417,Ni foam conductive substrate supported interwoven ZnCo2S4 nanowires with highly enhanced performances for supercapacitors,Journal of Energy Storage,2021-12-15,28,0,0
2-s2.0-85121027992,10.1021/acsami.1c16248,High Mass Loading Asymmetric Micro-supercapacitors with Ultrahigh Areal Energy and Power Density,ACS Applied Materials and Interfaces,2021-12-15,16,0,0
2-s2.0-85120881421,10.1016/j.est.2021.103366,Evolution and recent developments of high performance electrode material for supercapacitors: A review,Journal of Energy Storage,2021-12-15,210,0,0
2-s2.0-85120352720,10.1016/j.est.2021.103515,Synthesis of perovskite bismuth ferrite embedded nitrogen-doped Carbon (BiFeO3-NC) nanocomposite for energy storage application,Journal of Energy Storage,2021-12-15,47,0,0
2-s2.0-85119958404,10.1016/j.indcrop.2021.114184,Converting amorphous kraft lignin to hollow carbon shell frameworks as electrode materials for lithium-ion batteries and supercapacitors,Industrial Crops and Products,2021-12-15,35,0,0
2-s2.0-85119927220,10.1016/j.est.2021.103566,Rapid microwave-assisted synthesis of MnCo2O4 nanoflakes as a cathode for battery-supercapacitor hybrid,Journal of Energy Storage,2021-12-15,56,0,0
2-s2.0-85119188255,10.1016/j.jelechem.2021.115828,Fabrication of biomass-derived activated carbon with interconnected hierarchical architecture via H3PO4-assisted KOH activation for high-performance symmetrical supercapacitors,Journal of Electroanalytical Chemistry,2021-12-15,49,0,0
2-s2.0-85119083102,10.1016/j.jelechem.2021.115840,N/B codoped porous carbon electrode and electrolyte derived from amino acid based deep eutectic solvent for high capacitive performance,Journal of Electroanalytical Chemistry,2021-12-15,13,0,0
2-s2.0-85118834982,10.1016/j.jelechem.2021.115766,3D nanoporous core-shell ZnO@Co3O4 electrode materials for high-performance supercapacitors and nonenzymatic glucose sensors,Journal of Electroanalytical Chemistry,2021-12-15,16,0,0
2-s2.0-85118731043,10.1016/j.surfcoat.2021.127812,"Synthesis of porous silicon, nickel and carbon layers by vapor phase dealloying",Surface and Coatings Technology,2021-12-15,6,0,0
2-s2.0-85118606551,10.1016/j.est.2021.103514,Layered nanoreactor assisted to produce B-doped and P-doped 3D carbon nanostructures for supercapacitor electrodes,Journal of Energy Storage,2021-12-15,30,0,0
2-s2.0-85118589062,10.1016/j.est.2021.103496,Carbon nanotubes@Ni3V2O8@NiCo2S4 nanosheets on Ni foam as a cathode for high-performance aqueous supercapacitors,Journal of Energy Storage,2021-12-15,32,0,0
2-s2.0-85118560421,10.1016/j.est.2021.103432,Improving the supercapacitor performance of activated carbon materials derived from pretreated rice husk,Journal of Energy Storage,2021-12-15,41,0,0
2-s2.0-85118553719,10.1016/j.est.2021.103508,Multi-shelled bimetal V-doped Co3O4 hollow spheres derived from metal organic framework for high performance supercapacitors,Journal of Energy Storage,2021-12-15,26,0,0
2-s2.0-85118549370,10.1016/j.est.2021.103429,Effect of dye-adsorption on Fe3O4-polypyrrole nanocomposite as electrode material in electrochemical capacitors,Journal of Energy Storage,2021-12-15,11,0,0
2-s2.0-85118496125,10.1016/j.molliq.2021.117828,Exploring the interaction of ionic liquids with Al12N12 and Al12P12 nanocages for better electrode-electrolyte materials in super capacitors,Journal of Molecular Liquids,2021-12-15,30,0,0
2-s2.0-85118492029,10.1016/j.est.2021.103492,Nitrogen-doped porous carbon nanosheets for high-performance supercapacitors,Journal of Energy Storage,2021-12-15,51,0,0
2-s2.0-85118488066,10.1016/j.est.2021.103463,Lithiated Tin di-sulfide micro-flowers with expanded interlayer spaces coupled with bakelite-carbon for an enhanced performance supercapacitor,Journal of Energy Storage,2021-12-15,6,0,0
2-s2.0-85118486650,10.1016/j.est.2021.103494,High surface activated carbon obtained from Uruguayan rice husk wastes for supercapacitor electrode applications: Correlation between physicochemical and electrochemical properties,Journal of Energy Storage,2021-12-15,20,0,0
2-s2.0-85118262374,10.1016/j.est.2021.103380,A review on holey graphene electrode for supercapacitor,Journal of Energy Storage,2021-12-15,89,0,0
2-s2.0-85117957554,10.1016/j.ijbiomac.2021.10.108,"Lignin-based carbon nanofibe rs: Morphologies, properties, and features as substrates for pseudocapacitor electrodes",International Journal of Biological Macromolecules,2021-12-15,11,0,0
2-s2.0-85117904494,10.1016/j.ijbiomac.2021.10.122,Controllable conversion of shrimp shells into chitin or derived carbon material using acidic deep eutectic solvent,International Journal of Biological Macromolecules,2021-12-15,30,0,0
2-s2.0-85117813336,10.1016/j.indcrop.2021.114180,Novel carbon material with 3-D hierarchical micro-meso-macro porous derived from nitrogen-fixing biomass: A scalable route toward carbon electrodes,Industrial Crops and Products,2021-12-15,6,0,0
2-s2.0-85117138755,10.1016/j.jpowsour.2021.230638,"Fabrication of Bi nanospheres assembled microspheres with petal structure || B, N-co-doped C nanosheets hybrid sodium-ion capacitors with ultrahigh power density, high energy density and long cycle life",Journal of Power Sources,2021-12-15,10,0,0
2-s2.0-85117102816,10.1016/j.compositesb.2021.109384,Efficient energy storage performance of in situ grown Co3V2O8-RGO composite nanostructure for high performance asymmetric Co3V2O8-RGO//RGO supercapacitors and consequence of magnetic field induced enhanced capacity,Composites Part B Engineering,2021-12-15,50,0,0
2-s2.0-85116893870,10.1016/j.jpowsour.2021.230628,A presodiation strategy with high efficiency by utilizing low-price and eco-friendly Na2CO3 as the sacrificial salt towards high-performance pouch sodium-ion capacitors,Journal of Power Sources,2021-12-15,27,0,0
2-s2.0-85116885740,10.1016/j.jpowsour.2021.230629,Green synthesis of nitrogen-doped hierarchical porous carbon nanosheets derived from polyvinyl chloride towards high-performance supercapacitor,Journal of Power Sources,2021-12-15,58,0,0
2-s2.0-85116867740,10.1016/j.jpowsour.2021.230621,Gradient architecture to boost the electrochemical capacitance of hard carbon,Journal of Power Sources,2021-12-15,11,0,0
2-s2.0-85116857225,10.1016/j.jpowsour.2021.230626,Novel in situ growing carbon nanocoils onto steel mesh as positive electrode and hexagonal-MoO3 micro-rod array onto carbon fabric as negative electrode for assembling dual-asymmetric supercapacitors with redox active gel eleectrolyte,Journal of Power Sources,2021-12-15,16,0,0
2-s2.0-85116039385,10.1002/pol.20210591,Novel poly(1H-benzo[g]indole)/TiO2 nanocomposites for high-performance electrochromic supercapacitor application,Journal of Polymer Science,2021-12-15,9,0,0
2-s2.0-85115758311,10.1016/j.ceramint.2021.09.029,Fabrication of FeO(OH)/CNTs composite based electrode with self-supporting and flexible design for foldable hybrid capacitors,Ceramics International,2021-12-15,10,0,0
2-s2.0-85114632994,10.1016/j.apenergy.2021.117756,Adaptive synergistic control strategy for a hybrid AC/DC microgrid during normal operation and contingencies,Applied Energy,2021-12-15,31,0,0
2-s2.0-85114455859,10.1016/j.desal.2021.115335,Novel highly stable Guanazole-incorporated ultrathin loose nanofiltration membrane with superior permeability for water desalination and purification,Desalination,2021-12-15,53,0,0
2-s2.0-85114358776,10.1016/j.ceramint.2021.08.368,Bifunctional ternary manganese oxide/vanadium oxide/reduced graphene oxide as electrochromic asymmetric supercapacitor,Ceramics International,2021-12-15,43,0,0
2-s2.0-85114343808,10.1016/j.ceramint.2021.09.012,Template-assisted electrodeposited cupric oxide nanotubes and hierarchical nanospikes for tailoring electrode-electrolyte interfacial charge transfer,Ceramics International,2021-12-15,6,0,0
2-s2.0-85114312306,10.1016/j.seppur.2021.119618,Capacitive deionization of NaCl solution with hierarchical porous carbon materials derived from Mg-MOFs,Separation and Purification Technology,2021-12-15,60,0,0
2-s2.0-85114231342,10.1016/j.ceramint.2021.08.366,The production of rGO/ RuO2 aerogel supercapacitor and analysis of its electrochemical performances,Ceramics International,2021-12-15,145,0,0
2-s2.0-85114130046,10.1016/j.apsusc.2021.151057,An in-situ Blowing-etching strategy for preparation of Macro-meso-micro hierarchical porous carbon and its supercapacitive property,Applied Surface Science,2021-12-15,12,0,0
2-s2.0-85114026472,10.1016/j.apsusc.2021.151098,Promoting high-energy supercapacitor performance over NiCoP/N-doped carbon hybrid hollow nanocages via rational architectural and electronic modulation,Applied Surface Science,2021-12-15,44,0,0
2-s2.0-85113695071,10.1016/j.cej.2021.131544,Review on recent progress in hydrothermally synthesized MCo2O4/rGO composite for energy storage devices,Chemical Engineering Journal,2021-12-15,69,0,0
2-s2.0-85113690369,10.1016/j.apsusc.2021.150924,Controllable nitrogen-doped carbon layers coated on NiCoO2 as electrodes for high-performance hybrid supercapacitors,Applied Surface Science,2021-12-15,23,0,0
2-s2.0-85113657888,10.1016/j.cej.2021.131846,"Self-repairable and recyclable self-powered human motion sensor with NIR/pH-responsive amplified Stretchable, Conductive, and Self-Healable hydrogel",Chemical Engineering Journal,2021-12-15,40,0,0
2-s2.0-85113484609,10.1016/j.apsusc.2021.151036,Flexible porous Graphene/Nickel hydroxide composite films with 3D ion transport channels for high volumetric performance asymmetric supercapacitor,Applied Surface Science,2021-12-15,21,0,0
2-s2.0-85112833296,10.1016/j.cej.2021.131804,Symmetric supercapacitors composed of ternary metal oxides (NiO/V2O5/MnO2) nanoribbon electrodes with high energy storage performance,Chemical Engineering Journal,2021-12-15,76,0,0
2-s2.0-85112822711,10.1016/j.cej.2021.131446,Insights into the interfacial chemistry and conversion mechanism of iron oxalate toward the reduction by lithium,Chemical Engineering Journal,2021-12-15,29,0,0
2-s2.0-85111939267,10.1016/j.molstruc.2021.131193,Three Co (III) Complexes Based on Double Ligands: Crystal Structures and Their Derivatives Applied as Supercapacitor Electrode Materials,Journal of Molecular Structure,2021-12-15,5,0,0
2-s2.0-85111870146,10.1016/j.jallcom.2021.161219,Highly efficient textile supercapacitors fabricated with graphene/NiO:Yb electrodes printed on cotton fabric,Journal of Alloys and Compounds,2021-12-15,15,0,0
2-s2.0-85111507949,10.1016/j.jallcom.2021.161236,Highly controlled synthesis of nanoprickly nickel@nickel oxide formed on carbon black/reduced graphene oxide nanosheets: Charge-storage performance and electrocatalytic activity for methanol oxidation,Journal of Alloys and Compounds,2021-12-15,11,0,0
2-s2.0-85111507664,10.1016/j.jallcom.2021.161313,MWCNT incorporated wool-ball-like CuO@NiO hybrid nanostructures for high-performance energy storage device,Journal of Alloys and Compounds,2021-12-15,23,0,0
2-s2.0-85111330025,10.1016/j.cej.2021.131274,Smart dual-functional energy storage/fluorescent textile device based on a new redox-active Mn-doped ZnS solid-gel electrolyte,Chemical Engineering Journal,2021-12-15,9,0,0
2-s2.0-85111149528,10.1016/j.jallcom.2021.161234,Self-assembled and highly faceted growth of Mo and V doped ZnO nanoflowers for high-performance supercapacitors,Journal of Alloys and Compounds,2021-12-15,85,0,0
2-s2.0-85111071717,10.1016/j.jcis.2021.06.165,Hollow C-LDH/Co9S8 nanocages derived from ZIF-67-C for high- performance asymmetric supercapacitors,Journal of Colloid and Interface Science,2021-12-15,59,0,0
2-s2.0-85110669211,10.1016/j.cej.2021.131188,Simultaneously high mass-loading and volumetric energy density in Ag2O-intercalated MnO2-based supercapacitor with rapid electron/ion transport channels,Chemical Engineering Journal,2021-12-15,38,0,0
2-s2.0-85110656340,10.1016/j.cej.2021.131361,Weldable and flexible graphene ribbon@Ni fibers with ultrahigh length capacitance for all-solid-state supercapacitors,Chemical Engineering Journal,2021-12-15,24,0,0
2-s2.0-85110648570,10.1016/j.jallcom.2021.161176,Three-dimensional hierarchical porous carbon derived from resorcinol formaldehyde-zinc tatrate/poly(styrene-maleic anhydride) for high performance supercapacitor electrode,Journal of Alloys and Compounds,2021-12-15,69,0,0
2-s2.0-85110473607,10.1016/j.cej.2021.131252,Self-combustion synthesis of dilithium cobalt bis(tungstate) decorated with silver nanoparticles for high performance hybrid supercapacitors,Chemical Engineering Journal,2021-12-15,22,0,0
2-s2.0-85110469744,10.1016/j.jallcom.2021.161171,Polypyrrole decorated cobalt carbonate hydroxide on carbon cloth for high performance flexible supercapacitor electrodes,Journal of Alloys and Compounds,2021-12-15,30,0,0
2-s2.0-85110399194,10.1016/j.cej.2021.131328,Heterostructured NiSe2/CoSe2 hollow microspheres as battery-type cathode for hybrid supercapacitors: Electrochemical kinetics and energy storage mechanism,Chemical Engineering Journal,2021-12-15,195,0,0
2-s2.0-85110334064,10.1016/j.cej.2021.131248,Low-crystalline β-Ni(OH)2 nanosheets on nickel foam with enhanced areal capacitance for supercapacitor applications,Chemical Engineering Journal,2021-12-15,87,0,0
2-s2.0-85110176502,10.1016/j.jcis.2021.06.144,Hierarchically urchin-like hollow NiCo2S4 prepared by a facile template-free method for high-performance supercapacitors,Journal of Colloid and Interface Science,2021-12-15,64,0,0
2-s2.0-85110109660,10.1016/j.jcis.2021.07.020,Acid-directed preparation of micro/mesoporous heteroatom doped defective graphitic carbon as bifunctional electroactive material: Evaluation of trace metal impurity,Journal of Colloid and Interface Science,2021-12-15,4,0,0
2-s2.0-85109556016,10.1016/j.jcis.2021.06.020,A temperature-dependent phosphorus doping on Ti3C2Tx MXene for enhanced supercapacitance,Journal of Colloid and Interface Science,2021-12-15,78,0,0
2-s2.0-85109106967,10.1016/j.cej.2021.130893,Atomically dispersed RuO2-tryptophan functionalized graphene quantum dot-graphene hybrid with double Schottky heterojunctions for high performance flexible supercapacitors,Chemical Engineering Journal,2021-12-15,32,0,0
2-s2.0-85108626914,10.1016/j.cej.2021.130817,Cellulose based composite foams and aerogels for advanced energy storage devices,Chemical Engineering Journal,2021-12-15,295,0,0
2-s2.0-85108280469,10.1016/j.cej.2021.130892,High energy Na-Ion capacitor employing graphitic carbon fibers from waste rubber with diglyme-based electrolyte,Chemical Engineering Journal,2021-12-15,20,0,0
2-s2.0-85108259103,10.1016/j.cej.2021.130895,Essential role of the interfacial interaction in the core-shell electrode for its enhanced electrochemical performance,Chemical Engineering Journal,2021-12-15,24,0,0
2-s2.0-85107945169,10.1016/j.cej.2021.130765,A one-pot synthesis of nitrogen doped porous MXene/TiO2 heterogeneous film for high-performance flexible energy storage,Chemical Engineering Journal,2021-12-15,91,0,0
2-s2.0-85107778721,10.1016/j.cej.2021.130793,High areal energy density structural supercapacitor assembled with polymer cement electrolyte,Chemical Engineering Journal,2021-12-15,65,0,0
2-s2.0-85120901484,10.1021/acsomega.1c05081,In Situ-Grown Heterostructured Co3S4/CNTs/C Nanocomposites with a Bridged Structure for High-Performance Supercapacitors,ACS Omega,2021-12-14,6,1,0
2-s2.0-85120846406,10.1021/acsomega.1c05730,Fabrication of Hierarchical Lignin-Based Carbon through Direct High-Temperature Pyrolysis and Its Electrochemical Application,ACS Omega,2021-12-14,15,1,0
2-s2.0-85120754864,10.1039/d1nr05943b,An electrochemically reduced ultra-high mass loading three-dimensional carbon nanofiber network: A high energy density symmetric supercapacitor with a reproducible and stable cell voltage of 2.0 v,Nanoscale,2021-12-14,35,0,0
2-s2.0-85120749737,10.1039/d1nj03904k,Bismuth metal organic framework-derived Bi2Se3@C for high performance supercapacitors,New Journal of Chemistry,2021-12-14,24,0,0
2-s2.0-85120747898,10.1039/d1nr02833b,Three-dimensional carbon foam-metal oxide-based asymmetric electrodes for high-performance solid-state micro-supercapacitors,Nanoscale,2021-12-14,23,0,0
2-s2.0-85120746292,10.1039/d1nj04054e,An all-lignin-based flexible supercapacitor based on a nitrogen-doped carbon dot functionalized graphene hydrogel,New Journal of Chemistry,2021-12-14,36,0,0
2-s2.0-85120739323,10.1039/d1dt03196a,Rational synthesis of CoFeP@nickel-manganese sulfide core-shell nanoarrays for hybrid supercapacitors,Dalton Transactions,2021-12-14,11,0,0
2-s2.0-85120733251,10.1021/acs.langmuir.1c01778,Coordination Polymer Derived Porous Carbon Activated in Situ by the ZnCl2Dot: Capacitances Greatly Enhanced by Redox-Activity Additives in Electrolytes,Langmuir,2021-12-14,3,0,0
2-s2.0-85120649774,10.1039/d1nj03986e,Tailoring the capacitive performance of ZnCo2O4by doping of Ni2+and fabrication of asymmetric supercapacitor,New Journal of Chemistry,2021-12-14,8,0,0
2-s2.0-85111520052,10.1016/j.ces.2021.116968,High energy and power lithium-ion capacitor based on MnO-encased graphene spheres anode and hollow carbon nano-rods cathode,Chemical Engineering Science,2021-12-14,12,0,0
2-s2.0-85123755041,10.1088/1742-6596/2130/1/012002,Model of a prototype vehicle powered by a hybrid hydrogen system,Journal of Physics Conference Series,2021-12-13,5,1,0
2-s2.0-85123750737,10.1088/1742-6596/2130/1/012032,Comparative analysis of the hybrid power system topology for a high efficiency prototype vehicle,Journal of Physics Conference Series,2021-12-13,2,1,0
2-s2.0-85121879633,10.1039/d1ra08045h,Carbon dots conjugated nanocomposite for the enhanced electrochemical performance of supercapacitor electrodes,Rsc Advances,2021-12-13,9,1,0
2-s2.0-85118135190,10.1002/asia.202101048,Enhancing the Kinetic Process in Biphasic Crystalline NiWO4/Amorphous Co-B Electrode Materials toward Energy Storage with Ultrahigh Rate Performance,Chemistry an Asian Journal,2021-12-13,9,0,0
2-s2.0-85117490929,10.1002/celc.202100781,Engineering of Battery Type Electrodes for High Performance Lithium Ion Hybrid Supercapacitors,Chemelectrochem,2021-12-13,20,0,0
2-s2.0-85121505837,10.1039/d1ra06671d,Advanced asymmetric supercapacitors with a squirrel cage structure Fe3O4@carbon nanocomposite as a negative electrode,Rsc Advances,2021-12-10,13,1,0
2-s2.0-85121385553,10.19595/j.cnki.1000-6753.tces.210167,Control Strategy of Hybrid Energy Storage System for Electrified Railway Based on Increment Energy Management,Diangong Jishu Xuebao Transactions of China Electrotechnical Society,2021-12-10,15,0,0
2-s2.0-85121344338,10.19595/j.cnki.1000-6753.tces.210853,Study on Adaptive Energy Management and Optimal Capacity Configuration of Urban Rail Ground Hybrid Energy Storage System,Diangong Jishu Xuebao Transactions of China Electrotechnical Society,2021-12-10,22,0,0
2-s2.0-85119977616,10.1021/acsapm.1c01096,Micropatterned Thin-Film Composite Poly(piperazine-amide) Nanofiltration Membranes for Wastewater Treatment,ACS Applied Polymer Materials,2021-12-10,31,0,0
2-s2.0-85118683643,10.1016/j.electacta.2021.139420,Thorn-like nanostructured NiCo2S4 arrays anchoring graphite paper as self-supported electrodes for ultrahigh rate flexible supercapacitors,Electrochimica Acta,2021-12-10,18,0,0
2-s2.0-85118669184,10.1016/j.electacta.2021.139378,Investigating the excellent electrochemical energy storage performance in heterogeneous interfaces of Co9S8@NiMn oxide by photoirradiation,Electrochimica Acta,2021-12-10,5,0,0
2-s2.0-85118633249,10.1016/j.electacta.2021.139392,Three dimensional NiO nanonetwork electrode for efficient electrochemical energy storage application,Electrochimica Acta,2021-12-10,20,0,0
2-s2.0-85118225532,10.1088/1361-6528/ac2b70,SnS2nanosheet arrays anchoring on functionalized carbon cloth for quasi-solid-state flexible supercapacitor with satisfactory electrochemical performance and mechanical stability,Nanotechnology,2021-12-10,12,0,0
2-s2.0-85117726985,10.1016/j.electacta.2021.139357,Supercapacitor properties of V10O14(OH)2 and reduced graphene oxide hybrids: Experimental and theoretical insights,Electrochimica Acta,2021-12-10,19,0,0
2-s2.0-85117399748,10.1016/j.electacta.2021.139426,The vertically aligned graphene/graphite/PPy composites electrode and its PPy thickness-dependent electrochemical performance,Electrochimica Acta,2021-12-10,11,0,0
2-s2.0-85117214919,10.1016/j.electacta.2021.139377,"Sulfur covalently linked TiO2/C nanofiber as a high-capacity, ultrastable, and self-supported anode for sodium-ion capacitors",Electrochimica Acta,2021-12-10,12,0,0
2-s2.0-85117184330,10.1016/j.electacta.2021.139366,Dual-functional single stranded deoxyribonucleic acid for graphene oxide reduction and charge storage enhancement,Electrochimica Acta,2021-12-10,13,0,0
2-s2.0-85117150176,10.1016/j.electacta.2021.139346,NiFe2O4 nanospheres with size-tunable magnetic and electrochemical properties for superior supercapacitor electrode performance,Electrochimica Acta,2021-12-10,59,0,0
2-s2.0-85117142326,10.1016/j.electacta.2021.139359,Dipping fabrication of rHGO@NiO@NF flexible supercapacitor electrode and its potential in bendable electronic devices,Electrochimica Acta,2021-12-10,10,0,0
2-s2.0-85117122272,10.1088/1361-6528/ac2764,Rationally designed NiMn LDH@NiCo2O4core-shell structures for high energy density supercapacitor and enzyme-free glucose sensor,Nanotechnology,2021-12-10,41,0,0
2-s2.0-85116459163,10.1088/1361-6528/ac1e52,Sulfur-doped carbon nanotubes with hierarchical micro/mesopores for high performance pseudocapacitive supercapacitors,Nanotechnology,2021-12-10,8,0,0
2-s2.0-85111787675,10.1016/j.jallcom.2021.160899,Bifunctional three-dimensional self-supporting multistage structure CC@MOF-74(NiO)@NiCo LDH electrode for supercapacitors and non-enzymatic glucose sensors,Journal of Alloys and Compounds,2021-12-10,83,0,0
2-s2.0-85110632213,10.1016/j.jallcom.2021.161194,High-performance asymmetric supercapacitor based on Ni3S2 nanoparticles immobilized on carbon nanosheets from sodium alginate,Journal of Alloys and Compounds,2021-12-10,19,0,0
2-s2.0-85110546458,10.1016/j.jallcom.2021.161004,Binder-free ultrathin α-MnSe nanosheets for high performance supercapacitor,Journal of Alloys and Compounds,2021-12-10,30,0,0
2-s2.0-85110315538,10.1016/j.jallcom.2021.161080,Ag nanoparticles decorated CuS sub-micron flowers with enhanced energy storage performance for hybrid supercapacitors,Journal of Alloys and Compounds,2021-12-10,25,0,0
2-s2.0-85109465061,10.1016/j.jallcom.2021.160886,Boosting the energy density of iron-cobalt oxide based hybrid supercapacitors by redox-additive electrolytes,Journal of Alloys and Compounds,2021-12-10,25,0,0
2-s2.0-85109031617,10.1016/j.jallcom.2021.161014,Facile synthesis of biomass-derived porous carbons incorporated with CuO nanoparticles as promising electrode materials for high-performance supercapacitor applications,Journal of Alloys and Compounds,2021-12-10,63,0,0
2-s2.0-85108953599,10.1016/j.jallcom.2021.160979,Nickel sulfide/activated carbon nanotubes nanocomposites as advanced electrode of high-performance aqueous asymmetric supercapacitors,Journal of Alloys and Compounds,2021-12-10,87,0,0
2-s2.0-85108946334,10.1016/j.jallcom.2021.160885,"Facile synthesis of Cr-Co co-doped CdO nanowires for photocatalytic, antimicrobial, and supercapacitor applications",Journal of Alloys and Compounds,2021-12-10,62,0,0
2-s2.0-85118204873,10.1002/chem.202103145,In Situ Synthesis of CoCeSx Bimetallic Sulfide Nanoparticles on a Bi-Pyrene Terminated Molecular Wire Modified Graphene Surface for Supercapacitors,Chemistry A European Journal,2021-12-09,7,0,0
2-s2.0-85134860013,10.1016/B978-0-12-824545-3.00010-6,Application of Ionic Liquids in Green Energy-Storage Materials,Ionic Liquid Based Technologies for Environmental Sustainability,2021-12-08,5,0,0
2-s2.0-85121544500,10.1039/d1ra07455e,Electrochemical capacitive performance of thermally evaporated Al-doped CuI thin films,Rsc Advances,2021-12-08,17,1,0
2-s2.0-85120634452,10.1021/acsami.1c16589,"Free-Standing, Flexible Carbon@MXene Films with Cross-Linked Mesoporous Structures toward Supercapacitors and Pressure Sensors",ACS Applied Materials and Interfaces,2021-12-08,45,0,0
2-s2.0-85120608819,10.1021/acs.iecr.1c03877,Centrifugal Force Regularized Laponite@Graphene Hybrid Membranes with Ordered Interlayer Mass Transfer Channels and High Structural Stability for High-Rate Supercapacitors,Industrial and Engineering Chemistry Research,2021-12-08,11,0,0
2-s2.0-85120428089,10.1021/acsami.1c17386,Photoirradiation-Induced Capacitance Enhancement in the h-WO3/Bi2WO6Submicron Rod Heterostructure under Simulated Solar Illumination and Its Postillumination Capacitance Enhancement Retainment from a Photocatalytic Memory Effect,ACS Applied Materials and Interfaces,2021-12-08,28,0,0
2-s2.0-85120404013,10.1021/acsami.1c18613,Optimal Rule-of-Thumb Design of Nickel-Vanadium Oxides as an Electrochromic Electrode with Ultrahigh Capacity and Ultrafast Color Tunability,ACS Applied Materials and Interfaces,2021-12-08,26,0,0
2-s2.0-85120376224,10.1021/acsami.1c15147,Efficient Utilization of the Active Sites in Defective Graphene Blocks through Functionalization Synergy for Compact Capacitive Energy Storage,ACS Applied Materials and Interfaces,2021-12-08,37,0,0
2-s2.0-85121519147,10.1039/d1ra07880a,Realizing high performance flexible supercapacitors by electrode modification,Rsc Advances,2021-12-07,6,1,0
2-s2.0-85120653740,10.1039/d1ma00665g,Design of Co1Al3(OH): M /carbon nitride hybrid nanostructures for enhanced capacitive energy storage in an alkaline electrolyte,Materials Advances,2021-12-07,9,1,0
2-s2.0-85120523803,10.1039/d1se01134k,Graphene oxide-mediated scalable preparation of heterostructured MoS2-MoO2/graphene nanohybrids for efficient energy storage and hydrogen evolution reaction,Sustainable Energy and Fuels,2021-12-07,4,0,0
2-s2.0-85120384790,10.1039/d1nr03700e,Flexible free-standing Ni-Mn oxide antenna decorated CNT/nanofiber membrane for high-volumetric capacitance supercapacitors,Nanoscale,2021-12-07,26,0,0
2-s2.0-85120382022,10.1039/d1ta06122d,Recent trends in template assisted 3D porous materials for electrochemical supercapacitors,Journal of Materials Chemistry A,2021-12-07,93,0,0
2-s2.0-85120376465,10.1039/d1qi00934f,ZIF-67-derived NiCo2O4@Co2P/Ni2P honeycomb nanosheets on carbon cloth for high-performance asymmetric supercapacitors,Inorganic Chemistry Frontiers,2021-12-07,34,0,0
2-s2.0-85120342063,10.1021/acsomega.1c05373,Microscale Curling and Alignment of Ti3C2T x MXene by Confining Aerosol Droplets for Planar Micro-Supercapacitors,ACS Omega,2021-12-07,10,1,0
2-s2.0-85120311128,10.1021/acsomega.1c05617,Sustainable Lignin-Derived Hierarchical Porous Carbon for Supercapacitors: A Novel Approach for Holding Electrochemical Attraction Natural Texture Property of Precursor,ACS Omega,2021-12-07,19,1,0
2-s2.0-85119854994,10.1039/d1ce00273b,Temperature-dependent crystallization of Cu2O rhombic dodecahedra,Crystengcomm,2021-12-07,8,0,0
2-s2.0-85121874106,10.3389/fbioe.2021.782380,Supercapacitance/Resistance Behaviors of Helminth Eggs as Reliable Recognition and Direct Differentiation Probe,Frontiers in Bioengineering and Biotechnology,2021-12-06,1,1,0
2-s2.0-85120467394,10.1002/slct.202103712,Highly Ordered Micropores Activated Carbon from Long Fiber Biomass for High Energy Density Supercapacitors,Chemistryselect,2021-12-06,9,0,0
2-s2.0-85118490591,10.1002/anie.202112090,Achieving High-Performance 3D K+-Pre-intercalated Ti3C2Tx MXene for Potassium-Ion Hybrid Capacitors via Regulating Electrolyte Solvation Structure,Angewandte Chemie International Edition,2021-12-06,76,0,0
2-s2.0-85115739529,10.1016/j.colsurfa.2021.127584,Walnut shell-derived porous carbon integrated with Ni-MOF/SPANI composites for high-performance supercapacitor,Colloids and Surfaces A Physicochemical and Engineering Aspects,2021-12-05,25,0,0
2-s2.0-85110679978,10.1016/j.jallcom.2021.161165,Leaf-like integrated hierarchical NiCo2O4 nanorods@Ni-Co-LDH nanosheets electrodes for high-rate asymmetric supercapacitors,Journal of Alloys and Compounds,2021-12-05,79,0,0
2-s2.0-85110401780,10.1016/j.jallcom.2021.161149,Biomass derived carbon containing in-situ constructed nickel-based hydroxide nanostructures based on MnO2 template for high performance asymmetric supercapacitors,Journal of Alloys and Compounds,2021-12-05,20,0,0
2-s2.0-85110359561,10.1016/j.jallcom.2021.161160,Carbon decorated dendritic nickel sulfide coordinating with situ growth enabling hybrid supercapacitors with high specific energy and rate performance,Journal of Alloys and Compounds,2021-12-05,6,0,0
2-s2.0-85110333501,10.1016/j.jallcom.2021.161162,A three-dimensional NiCo-LDH array modified halloysite nanotube composite for high-performance battery-type supercapacitor,Journal of Alloys and Compounds,2021-12-05,50,0,0
